average,median,maximum,minimum,peak,nonelevatedpeak,standarddeviation,standarddeviationpop,percentile15,percentile25,percentile50,percentile75,amplitude,variance,class
625.9999999999989,158.72292847286835,72900.0,0.3631877301697654,0.11022364217252416,4.404798053852807,5045.610963996333,5057.842766101171,42.305690184659355,82.91943331841046,158.72292847286835,344.7163271503079,72899.63681226983,25581773.446601942,lncRNA
1670.0000000000045,423.4734796720964,547600.0,0.8899015518297949,0.10279441117764443,7.436222158479045,24087.768223727166,24111.188519219424,85.14812930221855,154.13265065725352,423.4734796720964,896.1558219424799,547599.1100984481,581349411.8093386,lncRNA
6458.999999999952,1721.9387320201909,8369449.0,0.9957898930313581,0.10935645352737865,15.429587948490077,181735.92544678666,181778.82310475383,441.39037232182324,739.858129639158,1721.9387320201909,3440.950045867083,8369448.004210107,33043540529.349384,lncRNA
3222.9999999999986,921.8254379373253,1990921.0,2.2139213622922838,0.10693970420932883,10.411081423119777,61859.32115696066,61889.2555023647,197.85953983097826,355.47385265120437,921.8254379373253,1765.2218624575494,1990918.7860786377,3830279946.6369796,lncRNA
2049.9999999999836,555.3609778199569,824464.0,2.294891754010993,0.10601626016260247,8.263621288998916,32241.556352012536,32266.309949787094,127.30660353732736,208.41444190417909,555.3609778199569,1153.9866239445153,824461.705108246,1041114757.7757297,lncRNA
753.9999999999995,232.9618348723284,103684.0,0.6025555042517287,0.09549071618037142,4.468155720528337,7024.570876573174,7040.888136367259,45.33414598064897,70.28255080412819,232.9618348723284,390.47189726844124,103683.39744449574,49574105.74883721,lncRNA
1437.9999999999777,332.96865201843707,409600.0,0.8170667727222176,0.10500695410292235,7.063677417032274,19206.411585717928,19227.645878091116,67.21205613523065,113.44979690617323,332.96865201843707,758.765630785456,409599.1829332273,369702366.0132743,lncRNA
1721.9999999999795,420.7700186779349,518400.0,1.7391425965612792,0.09388308168796085,6.804579610507484,23495.886746407337,23520.14683211251,82.12267503988433,168.1247434005821,420.7700186779349,908.4910788027228,518398.26085740345,553197307.0041322,lncRNA
1935.0000000000011,601.8549585663459,651249.0,0.158501262611893,0.0976744186046511,7.194846516674494,27304.489191339948,27328.599120268223,112.70677443637695,223.03011907263016,601.8549585663459,1111.0945125354528,651248.8414987373,746852329.8763251,lncRNA
870.9999999999991,231.12631043810327,140625.0,1.0,0.10103329506314591,4.945790074240318,8623.786407373505,8640.16588349417,59.68143398847151,103.89148369289494,231.12631043810327,466.2742967987792,140624.0,74652466.49429658,lncRNA
1526.9999999999911,184.64579606439895,337561.0,1.6320769743115218,0.06352324819908353,5.56753921010012,19746.259949671483,19780.275926564686,28.608190344100322,68.94196391731099,184.64579606439895,355.7606718305266,337559.3679230257,391259315.73103446,lncRNA
